   W                 E4-(peta)
 (MeV)      Re       DRe      Im       DIm
1487.515    0.024    0.048    0.216    0.052
1493.809    0.062    0.068   -0.312    0.073
1500.077    0.196    0.294   -0.199    0.321
1506.319   -0.081    0.056   -0.001    0.048
1512.535   -0.084    0.071    0.072    0.066
1518.726    0.148    0.050    0.106    0.040
1524.891    0.107    0.081   -0.321    0.054
1531.032    0.066    0.067   -0.080    0.037
1537.148    0.315    0.451   -0.218    0.583
1543.240   -0.211    0.316    0.173    0.389
1549.308    0.092    0.044    0.136    0.033
1555.352   -0.287    0.170   -0.137    0.267
1561.373    0.021    0.045    0.066    0.029
1567.371    0.014    0.339    0.185    0.264
1573.346    0.088    0.056   -0.023    0.029
1579.298   -0.015    0.033   -0.148    0.036
1585.228   -0.002    0.032    0.201    0.024
1591.136    0.052    0.036    0.054    0.031
1597.022   -0.106    0.027   -0.014    0.031
1602.886    0.066    0.039    0.010    0.031
1608.729    0.052    0.130   -0.082    0.097
1614.551   -0.030    0.030   -0.021    0.023
1620.352   -0.004    0.025    0.024    0.017
1626.132   -0.095    0.026   -0.006    0.026
1631.892   -0.208    0.022   -0.103    0.024
1637.631    0.028    0.081    0.071    0.048
1643.351   -0.092    0.017   -0.026    0.021
1649.050   -0.037    0.013   -0.003    0.013
1654.730    0.013    0.015    0.001    0.014
1660.391   -0.090    0.016   -0.066    0.013
1666.032   -0.086    0.011   -0.032    0.014
1671.655   -0.103    0.013    0.014    0.015
1677.258   -0.017    0.015    0.048    0.014
1682.843    0.008    0.012    0.010    0.017
1688.409    0.048    0.014   -0.044    0.014
1693.957   -0.068    0.015    0.032    0.015
1699.487   -0.017    0.013   -0.024    0.017
1704.999   -0.061    0.015   -0.053    0.010
1710.493   -0.033    0.015   -0.125    0.011
1715.970    0.022    0.034   -0.016    0.038
1721.429    0.015    0.060    0.036    0.072
1726.871   -0.020    0.077   -0.073    0.034
1732.296    0.005    0.010    0.014    0.013
1737.704   -0.050    0.009   -0.006    0.010
1743.095   -0.043    0.009    0.011    0.010
1748.469   -0.140    0.011    0.071    0.014
1753.827   -0.001    0.033    0.007    0.029
1759.169   -0.007    0.011    0.011    0.009
1764.495    0.125    0.009    0.098    0.016
1769.804   -0.063    0.010   -0.103    0.011
1775.098    0.007    0.012    0.095    0.014
1780.376   -0.030    0.070    0.029    0.082
1785.638   -0.036    0.127    0.123    0.086
1790.885    0.007    0.009   -0.042    0.017
1796.116    0.015    0.013    0.135    0.013
1801.333   -0.066    0.041   -0.006    0.081
1806.534    0.093    0.011    0.148    0.011
1811.720   -0.048    0.032    0.025    0.043
1816.892    0.049    0.015    0.117    0.012
1822.049    0.059    0.045    0.012    0.061
1827.191    0.033    0.035    0.027    0.033
1832.319    0.046    0.035    0.028    0.059
1837.432   -0.004    0.049    0.031    0.055
1842.532   -0.013    0.089   -0.082    0.042
1847.617   -0.055    0.032   -0.001    0.054
1852.688    0.021    0.010   -0.041    0.010
1857.746    0.022    0.067    0.073    0.046
1862.790    0.020    0.035    0.009    0.035
1867.820   -0.069    0.008    0.082    0.013
1872.836   -0.042    0.010   -0.022    0.011
1877.840    0.021    0.019   -0.008    0.021
1882.829    0.003    0.011    0.069    0.010
1887.806    0.108    0.011    0.054    0.010
1892.770    0.004    0.009   -0.037    0.009
1897.721    0.022    0.044    0.001    0.046
1902.658    0.082    0.006   -0.070    0.009
1907.583   -0.057    0.007   -0.031    0.008
1912.496    0.032    0.005   -0.028    0.007
1917.395    0.054    0.017    0.015    0.038
1922.283    0.027    0.006    0.013    0.007
