   W                 M4-(peta)
 (MeV)      Re       DRe      Im       DIm
1487.515   -0.108    0.041   -0.070    0.041
1493.809   -0.010    0.070    0.094    0.051
1500.077    0.052    0.169   -0.002    0.094
1506.319    0.396    0.054    0.182    0.058
1512.535    0.118    0.060   -0.085    0.049
1518.726   -0.086    0.048   -0.050    0.041
1524.891    0.004    0.074    0.265    0.052
1531.032   -0.072    0.058    0.052    0.033
1537.148    0.044    0.090   -0.008    0.119
1543.240    0.172    0.198   -0.105    0.314
1549.308    0.064    0.035   -0.047    0.036
1555.352    0.194    0.120    0.086    0.167
1561.373    0.023    0.040   -0.063    0.028
1567.371    0.009    0.208    0.095    0.104
1573.346   -0.168    0.043   -0.013    0.029
1579.298   -0.209    0.030    0.191    0.031
1585.228   -0.038    0.017   -0.073    0.024
1591.136   -0.017    0.034   -0.038    0.024
1597.022    0.006    0.020   -0.117    0.031
1602.886   -0.054    0.029   -0.008    0.026
1608.729    0.011    0.095    0.057    0.051
1614.551    0.008    0.029   -0.042    0.025
1620.352    0.024    0.022   -0.026    0.019
1626.132    0.064    0.020   -0.005    0.021
1631.892    0.109    0.019    0.092    0.019
1637.631    0.030    0.073    0.063    0.055
1643.351    0.021    0.015    0.033    0.015
1649.050    0.028    0.010    0.093    0.012
1654.730    0.040    0.011    0.063    0.011
1660.391    0.045    0.011    0.079    0.010
1666.032   -0.015    0.009   -0.067    0.008
1671.655   -0.027    0.009   -0.055    0.008
1677.258   -0.027    0.012    0.034    0.009
1682.843   -0.008    0.011    0.045    0.012
1688.409    0.035    0.011    0.009    0.014
1693.957    0.023    0.012    0.026    0.009
1699.487    0.036    0.010    0.035    0.012
1704.999    0.009    0.009    0.040    0.011
1710.493   -0.077    0.011    0.072    0.011
1715.970    0.013    0.032    0.010    0.027
1721.429   -0.058    0.025   -0.006    0.082
1726.871   -0.008    0.040   -0.033    0.021
1732.296    0.003    0.009   -0.016    0.008
1737.704   -0.011    0.008    0.029    0.012
1743.095   -0.009    0.008   -0.041    0.010
1748.469    0.031    0.009   -0.004    0.008
1753.827   -0.043    0.017   -0.007    0.059
1759.169   -0.006    0.008    0.005    0.009
1764.495   -0.024    0.007   -0.046    0.006
1769.804    0.012    0.007    0.031    0.009
1775.098   -0.030    0.009   -0.005    0.011
1780.376    0.004    0.038   -0.030    0.045
1785.638    0.019    0.055   -0.044    0.042
1790.885    0.022    0.009    0.006    0.011
1796.116    0.058    0.010    0.020    0.014
1801.333    0.048    0.076    0.058    0.061
1806.534    0.040    0.006   -0.015    0.010
1811.720    0.012    0.029   -0.029    0.028
1816.892    0.035    0.011    0.062    0.013
1822.049    0.035    0.035   -0.018    0.038
1827.191   -0.003    0.023   -0.021    0.020
1832.319    0.013    0.058   -0.044    0.028
1837.432    0.005    0.019    0.013    0.024
1842.532   -0.023    0.047    0.039    0.038
1847.617   -0.035    0.064    0.052    0.036
1852.688    0.064    0.008   -0.021    0.009
1857.746   -0.029    0.082    0.087    0.040
1862.790    0.003    0.054   -0.046    0.025
1867.820    0.024    0.009   -0.077    0.009
1872.836   -0.003    0.007    0.003    0.007
1877.840    0.066    0.023   -0.026    0.051
1882.829   -0.015    0.006    0.031    0.009
1887.806    0.077    0.006    0.002    0.007
1892.770    0.030    0.007   -0.035    0.005
1897.721    0.032    0.031   -0.005    0.038
1902.658    0.018    0.006   -0.024    0.006
1907.583   -0.004    0.006    0.026    0.006
1912.496   -0.000    0.005   -0.015    0.006
1917.395    0.035    0.020   -0.022    0.023
1922.283    0.013    0.004   -0.023    0.004
