   W                 E1+(peta)
 (MeV)      Re       DRe      Im       DIm
1487.515   -1.634    0.391    1.873    0.248
1493.809   -1.417    0.260    1.874    0.256
1500.077    0.135    0.958   -0.517    1.554
1506.319    0.628    0.158    1.030    0.228
1512.535    0.266    0.235   -0.571    0.203
1518.726    0.073    0.260   -1.247    0.227
1524.891    0.234    0.170   -0.172    0.148
1531.032    0.512    0.281   -0.108    0.138
1537.148    1.363    1.309    0.604    2.416
1543.240    0.207    3.367    1.888    1.990
1549.308   -0.090    0.202   -0.177    0.108
1555.352   -0.087    0.526   -0.041    0.379
1561.373   -0.207    0.195   -0.106    0.170
1567.371   -0.907    0.734   -0.309    1.826
1573.346    0.669    0.165    1.254    0.134
1579.298    0.121    0.142    0.404    0.129
1585.228   -1.455    0.127   -0.498    0.135
1591.136    0.065    0.157   -0.239    0.106
1597.022   -0.275    0.088    0.294    0.120
1602.886    0.186    0.117   -0.098    0.099
1608.729    0.118    0.394    0.083    0.703
1614.551   -0.304    0.099    0.055    0.136
1620.352    0.168    0.095    0.326    0.084
1626.132   -0.110    0.080   -0.113    0.081
1631.892    0.079    0.061   -0.252    0.080
1637.631   -0.035    0.177    0.014    0.124
1643.351    0.142    0.042    0.151    0.060
1649.050   -0.209    0.051    0.845    0.037
1654.730   -0.649    0.052   -0.448    0.044
1660.391    0.127    0.045   -0.006    0.048
1666.032    0.101    0.038   -0.079    0.027
1671.655   -0.146    0.055   -0.070    0.039
1677.258   -0.248    0.044   -0.306    0.042
1682.843   -0.047    0.059   -0.174    0.049
1688.409   -0.139    0.049    0.379    0.043
1693.957    0.003    0.063   -0.321    0.033
1699.487    0.171    0.051   -0.081    0.066
1704.999    0.261    0.042   -0.080    0.045
1710.493    0.286    0.050    0.130    0.040
1715.970    0.217    0.404    0.172    0.334
1721.429    0.015    0.605    0.298    0.268
1726.871    0.504    0.492    0.458    0.509
1732.296    0.256    0.050   -0.148    0.043
1737.704    0.456    0.058    0.055    0.041
1743.095    0.069    0.036    0.017    0.052
1748.469   -0.016    0.041   -0.454    0.040
1753.827    0.197    0.594    0.371    0.294
1759.169    0.137    0.032    0.194    0.038
1764.495    0.079    0.032    0.205    0.033
1769.804   -0.024    0.034   -0.136    0.031
1775.098    0.309    0.040    0.364    0.042
1780.376   -0.308    0.280   -0.108    0.492
1785.638   -0.016    0.312    0.127    0.338
1790.885    0.049    0.036   -0.059    0.046
1796.116    0.295    0.033    0.162    0.044
1801.333   -0.018    0.449    0.362    0.086
1806.534    0.045    0.030    0.191    0.032
1811.720    0.083    0.112    0.048    0.307
1816.892    0.156    0.035    0.142    0.029
1822.049   -0.178    0.409    0.194    0.221
1827.191    0.482    0.227    0.237    0.455
1832.319    0.005    0.275    0.207    0.118
1837.432    0.072    0.311    0.176    0.173
1842.532    0.141    0.355    0.280    0.206
1847.617   -0.054    0.217    0.191    0.265
1852.688   -0.291    0.038    0.245    0.049
1857.746   -0.158    0.072    0.027    0.154
1862.790    0.081    0.256    0.185    0.330
1867.820   -0.226    0.026   -0.092    0.032
1872.836    0.039    0.023    0.268    0.023
1877.840   -0.131    0.511    0.126    0.312
1882.829   -0.098    0.030    0.237    0.022
1887.806   -0.002    0.021   -0.212    0.029
1892.770   -0.082    0.030   -0.252    0.025
1897.721    0.086    0.401    0.027    0.255
1902.658   -0.163    0.015   -0.023    0.023
1907.583    0.034    0.026    0.094    0.019
1912.496    0.074    0.026    0.270    0.022
1917.395    0.048    0.181    0.254    0.095
1922.283   -0.254    0.016    0.053    0.023
