   W                 M1-(peta)
 (MeV)      Re       DRe      Im       DIm
1487.515    0.000    0.023   -0.000    0.001
1493.809    0.010    0.149   -0.000    0.007
1500.077    0.226    0.157   -0.013    0.009
1506.319    0.000    0.086   -0.000    0.005
1512.535    0.163    0.273   -0.011    0.019
1518.726    0.295    0.879   -0.023    0.069
1524.891    0.894    0.823   -0.080    0.073
1531.032    0.722    0.541   -0.073    0.054
1537.148    0.000    0.057   -0.000    0.007
1543.240    0.000    0.026   -0.000    0.003
1549.308    0.000    0.016   -0.000    0.002
1555.352    0.295    0.217   -0.050    0.037
1561.373    0.000    0.096   -0.000    0.019
1567.371    0.128    0.170   -0.029    0.039
1573.346    0.368    0.153   -0.098    0.040
1579.298    0.225    0.140   -0.070    0.044
1585.228    0.347    0.201   -0.129    0.075
1591.136    0.000    0.007   -0.000    0.003
1597.022    0.211    0.138   -0.115    0.075
1602.886    0.182    0.127   -0.123    0.086
1608.729    0.030    0.116   -0.025    0.100
1614.551    0.071    0.108   -0.079    0.120
1620.352    0.274    0.108   -0.412    0.162
1626.132    0.075    0.106   -0.161    0.226
1631.892    0.000    0.009   -0.000    0.030
1637.631    0.053    0.040   -0.313    0.234
1643.351    0.033    0.025   -0.524    0.389
1649.050   -0.011    0.002   -0.670    0.143
1654.730   -0.022    0.013   -0.308    0.180
1660.391   -0.034    0.019   -0.326    0.184
1666.032   -0.077    0.013   -0.664    0.112
1671.655   -0.058    0.011   -0.535    0.105
1677.258   -0.070    0.006   -0.832    0.074
1682.843   -0.035    0.003   -0.830    0.073
1688.409    0.015    0.001   -0.955    0.070
1693.957    0.086    0.006   -0.978    0.064
1699.487    0.196    0.011   -1.136    0.063
1704.999    0.367    0.015   -1.364    0.055
1710.493    0.450    0.023   -1.194    0.061
1715.970    0.650    0.024   -1.313    0.049
1721.429    0.757    0.030   -1.219    0.048
1726.871    0.852    0.042   -1.128    0.055
1732.296    1.010    0.038   -1.128    0.043
1737.704    1.028    0.041   -0.987    0.039
1743.095    1.140    0.050   -0.957    0.042
1748.469    1.140    0.047   -0.849    0.035
1753.827    1.088    0.035   -0.728    0.024
1759.169    1.156    0.065   -0.703    0.040
1764.495    1.182    0.044   -0.659    0.025
1769.804    1.110    0.047   -0.574    0.024
1775.098    1.137    0.039   -0.549    0.019
1780.376    1.116    0.053   -0.506    0.024
1785.638    1.119    0.042   -0.480    0.018
1790.885    1.145    0.049   -0.466    0.020
1796.116    1.099    0.034   -0.425    0.013
1801.333    1.109    0.036   -0.408    0.013
1806.534    1.089    0.043   -0.381    0.015
1811.720    1.030    0.045   -0.342    0.015
1816.892    1.095    0.045   -0.345    0.014
1822.049    1.059    0.029   -0.315    0.009
1827.191    1.068    0.032   -0.301    0.009
1832.319    1.149    0.047   -0.306    0.012
1837.432    1.137    0.048   -0.287    0.012
1842.532    1.091    0.033   -0.261    0.008
1847.617    0.998    0.036   -0.227    0.008
1852.688    1.034    0.035   -0.223    0.008
1857.746    1.017    0.037   -0.209    0.008
1862.790    1.041    0.068   -0.204    0.013
1867.820    0.900    0.037   -0.169    0.007
1872.836    1.018    0.039   -0.183    0.007
1877.840    0.975    0.041   -0.168    0.007
1882.829    0.968    0.038   -0.160    0.006
1887.806    0.974    0.072   -0.156    0.011
1892.770    0.927    0.051   -0.143    0.008
1897.721    0.924    0.033   -0.137    0.005
1902.658    0.955    0.034   -0.137    0.005
1907.583    0.896    0.037   -0.125    0.005
1912.496    0.952    0.047   -0.129    0.006
1917.395    0.869    0.038   -0.114    0.005
1922.283    0.922    0.037   -0.117    0.005
