   W                 E1+(peta)
 (MeV)      Re       DRe      Im       DIm
1487.515    0.000    0.001   -0.000    0.003
1493.809    0.026    0.018   -0.062    0.043
1500.077    0.000    0.001   -0.000    0.003
1506.319    0.039    0.016   -0.078    0.031
1512.535    0.000    0.001   -0.000    0.002
1518.726    0.018    0.028   -0.030    0.048
1524.891    0.000    0.009   -0.000    0.015
1531.032    0.013    0.015   -0.020    0.021
1537.148    0.007    0.014   -0.009    0.019
1543.240    0.008    0.015   -0.010    0.019
1549.308    0.005    0.013   -0.006    0.015
1555.352    0.020    0.019   -0.021    0.021
1561.373    0.014    0.014   -0.014    0.015
1567.371    0.023    0.021   -0.021    0.020
1573.346    0.061    0.021   -0.053    0.018
1579.298    0.042    0.021   -0.033    0.017
1585.228    0.066    0.028   -0.049    0.021
1591.136    0.017    0.011   -0.011    0.008
1597.022    0.052    0.030   -0.033    0.019
1602.886    0.063    0.031   -0.037    0.018
1608.729    0.034    0.032   -0.019    0.017
1614.551    0.043    0.034   -0.021    0.017
1620.352    0.135    0.043   -0.062    0.020
1626.132    0.090    0.049   -0.038    0.021
1631.892    0.034    0.010   -0.013    0.004
1637.631    0.105    0.041   -0.037    0.014
1643.351    0.132    0.067   -0.041    0.021
1649.050    0.163    0.027   -0.046    0.008
1654.730    0.107    0.032   -0.026    0.008
1660.391    0.093    0.036   -0.020    0.008
1666.032    0.148    0.025   -0.028    0.005
1671.655    0.104    0.024   -0.017    0.004
1677.258    0.160    0.021   -0.021    0.003
1682.843    0.145    0.021   -0.015    0.002
1688.409    0.122    0.022   -0.009    0.002
1693.957    0.128    0.023   -0.007    0.001
1699.487    0.137    0.022   -0.004    0.001
1704.999    0.190    0.022   -0.000    0.000
1710.493    0.133    0.024    0.003    0.001
1715.970    0.167    0.018    0.008    0.001
1721.429    0.166    0.018    0.012    0.001
1726.871    0.148    0.021    0.014    0.002
1732.296    0.154    0.016    0.019    0.002
1737.704    0.158    0.017    0.023    0.002
1743.095    0.168    0.016    0.028    0.003
1748.469    0.165    0.015    0.032    0.003
1753.827    0.136    0.014    0.029    0.003
1759.169    0.149    0.018    0.036    0.004
1764.495    0.159    0.013    0.042    0.004
1769.804    0.146    0.015    0.042    0.004
1775.098    0.159    0.012    0.049    0.004
1780.376    0.169    0.013    0.057    0.005
1785.638    0.157    0.013    0.057    0.005
1790.885    0.170    0.012    0.065    0.005
1796.116    0.155    0.011    0.063    0.005
1801.333    0.149    0.011    0.065    0.005
1806.534    0.163    0.010    0.075    0.004
1811.720    0.164    0.009    0.080    0.004
1816.892    0.162    0.008    0.083    0.004
1822.049    0.158    0.007    0.085    0.004
1827.191    0.168    0.008    0.095    0.004
1832.319    0.160    0.008    0.094    0.005
1837.432    0.176    0.009    0.108    0.006
1842.532    0.156    0.008    0.100    0.005
1847.617    0.139    0.009    0.093    0.006
1852.688    0.156    0.008    0.109    0.006
1857.746    0.167    0.009    0.121    0.006
1862.790    0.152    0.013    0.114    0.010
1867.820    0.127    0.008    0.099    0.006
1872.836    0.150    0.009    0.121    0.007
1877.840    0.151    0.009    0.126    0.008
1882.829    0.141    0.008    0.121    0.007
1887.806    0.149    0.015    0.132    0.013
1892.770    0.138    0.011    0.126    0.010
1897.721    0.131    0.007    0.123    0.007
1902.658    0.130    0.007    0.125    0.007
1907.583    0.126    0.008    0.125    0.008
1912.496    0.141    0.010    0.143    0.010
1917.395    0.121    0.008    0.126    0.009
1922.283    0.125    0.008    0.133    0.008
