   W                 E2-(peta)
 (MeV)      Re       DRe      Im       DIm
1487.515    0.029    0.031    0.035    0.038
1493.809    0.008    0.028    0.013    0.044
1500.077    0.069    0.017    0.138    0.034
1506.319    0.058    0.014    0.160    0.038
1512.535    0.073    0.027    0.302    0.112
1518.726    0.059    0.015    0.449    0.111
1524.891    0.015    0.003    0.440    0.098
1531.032   -0.025    0.002    0.476    0.034
1537.148   -0.061    0.009    0.476    0.072
1543.240   -0.097    0.010    0.496    0.049
1549.308   -0.155    0.012    0.611    0.047
1555.352   -0.173    0.012    0.569    0.040
1561.373   -0.157    0.011    0.451    0.031
1567.371   -0.192    0.011    0.502    0.028
1573.346   -0.195    0.011    0.474    0.026
1579.298   -0.198    0.010    0.453    0.023
1585.228   -0.207    0.010    0.456    0.022
1591.136   -0.209    0.010    0.446    0.021
1597.022   -0.205    0.010    0.428    0.022
1602.886   -0.199    0.010    0.410    0.021
1608.729   -0.194    0.011    0.399    0.022
1614.551   -0.216    0.011    0.441    0.022
1620.352   -0.192    0.012    0.391    0.025
1626.132   -0.214    0.015    0.436    0.030
1631.892   -0.214    0.008    0.435    0.016
1637.631   -0.200    0.018    0.403    0.037
1643.351   -0.190    0.038    0.381    0.075
1649.050   -0.174    0.018    0.344    0.036
1654.730   -0.217    0.019    0.423    0.037
1660.391   -0.232    0.022    0.443    0.042
1666.032   -0.193    0.016    0.361    0.030
1671.655   -0.238    0.015    0.436    0.028
1677.258   -0.197    0.015    0.352    0.026
1682.843   -0.216    0.014    0.375    0.025
1688.409   -0.223    0.015    0.378    0.026
1693.957   -0.230    0.016    0.380    0.026
1699.487   -0.231    0.016    0.371    0.025
1704.999   -0.184    0.017    0.288    0.027
1710.493   -0.244    0.018    0.374    0.028
1715.970   -0.204    0.015    0.304    0.022
1721.429   -0.211    0.016    0.308    0.023
1726.871   -0.234    0.019    0.334    0.027
1732.296   -0.209    0.016    0.292    0.023
1737.704   -0.207    0.017    0.284    0.023
1743.095   -0.194    0.017    0.262    0.023
1748.469   -0.196    0.016    0.260    0.022
1753.827   -0.212    0.014    0.278    0.018
1759.169   -0.195    0.021    0.255    0.027
1764.495   -0.174    0.015    0.227    0.019
1769.804   -0.178    0.016    0.233    0.022
1775.098   -0.154    0.013    0.207    0.017
1780.376   -0.145    0.015    0.203    0.021
1785.638   -0.116    0.012    0.174    0.019
1790.885   -0.093    0.013    0.154    0.021
1796.116   -0.088    0.009    0.171    0.017
1801.333   -0.064    0.007    0.161    0.018
1806.534   -0.035    0.005    0.135    0.017
1811.720   -0.015    0.002    0.149    0.016
1816.892    0.010    0.001    0.155    0.015
1822.049    0.034    0.003    0.144    0.013
1827.191    0.052    0.005    0.133    0.013
1832.319    0.076    0.008    0.141    0.015
1837.432    0.105    0.009    0.159    0.014
1842.532    0.134    0.009    0.175    0.011
1847.617    0.133    0.009    0.158    0.010
1852.688    0.154    0.009    0.170    0.010
1857.746    0.191    0.010    0.201    0.010
1862.790    0.195    0.014    0.199    0.015
1867.820    0.201    0.009    0.200    0.009
1872.836    0.230    0.010    0.226    0.009
1877.840    0.254    0.009    0.248    0.009
1882.829    0.271    0.009    0.265    0.009
1887.806    0.278    0.014    0.272    0.014
1892.770    0.279    0.011    0.276    0.011
1897.721    0.294    0.008    0.293    0.008
1902.658    0.302    0.008    0.304    0.008
1907.583    0.312    0.008    0.318    0.008
1912.496    0.321    0.009    0.334    0.009
1917.395    0.332    0.008    0.350    0.008
1922.283    0.335    0.007    0.360    0.007
