   W                 M2+(peta)
 (MeV)      Re       DRe      Im       DIm
1487.515   -0.008    0.023   -0.002    0.006
1493.809   -0.000    0.015   -0.000    0.005
1500.077   -0.000    0.012   -0.000    0.004
1506.319   -0.002    0.016   -0.001    0.006
1512.535   -0.015    0.075   -0.006    0.031
1518.726   -0.073    0.087   -0.032    0.038
1524.891   -0.032    0.079   -0.015    0.036
1531.032   -0.000    0.002   -0.000    0.001
1537.148   -0.044    0.067   -0.023    0.035
1543.240   -0.034    0.050   -0.019    0.028
1549.308   -0.142    0.049   -0.085    0.030
1555.352   -0.112    0.052   -0.072    0.033
1561.373   -0.038    0.039   -0.026    0.027
1567.371   -0.081    0.037   -0.061    0.028
1573.346   -0.028    0.025   -0.023    0.020
1579.298   -0.027    0.009   -0.024    0.008
1585.228   -0.066    0.025   -0.065    0.024
1591.136   -0.058    0.019   -0.062    0.021
1597.022   -0.057    0.021   -0.069    0.025
1602.886   -0.077    0.016   -0.104    0.022
1608.729   -0.059    0.013   -0.092    0.019
1614.551   -0.081    0.012   -0.146    0.021
1620.352   -0.053    0.009   -0.114    0.020
1626.132   -0.058    0.009   -0.156    0.023
1631.892   -0.049    0.005   -0.173    0.018
1637.631   -0.043    0.003   -0.218    0.015
1643.351   -0.026    0.002   -0.247    0.015
1649.050   -0.004    0.000   -0.254    0.011
1654.730    0.019    0.001   -0.260    0.013
1660.391    0.043    0.002   -0.261    0.013
1666.032    0.074    0.002   -0.283    0.010
1671.655    0.097    0.003   -0.272    0.008
1677.258    0.127    0.004   -0.280    0.008
1682.843    0.150    0.004   -0.271    0.007
1688.409    0.171    0.004   -0.258    0.007
1693.957    0.194    0.006   -0.252    0.007
1699.487    0.205    0.005   -0.231    0.006
1704.999    0.234    0.007   -0.232    0.006
1710.493    0.243    0.005   -0.213    0.005
1715.970    0.254    0.006   -0.198    0.005
1721.429    0.266    0.007   -0.186    0.005
1726.871    0.275    0.008   -0.172    0.005
1732.296    0.267    0.007   -0.150    0.004
1737.704    0.292    0.007   -0.147    0.004
1743.095    0.283    0.012   -0.128    0.005
1748.469    0.295    0.009   -0.119    0.004
1753.827    0.302    0.007   -0.108    0.003
1759.169    0.291    0.014   -0.092    0.005
1764.495    0.278    0.011   -0.077    0.003
1769.804    0.304    0.013   -0.074    0.003
1775.098    0.308    0.009   -0.064    0.002
1780.376    0.302    0.011   -0.053    0.002
1785.638    0.304    0.011   -0.043    0.002
1790.885    0.290    0.011   -0.032    0.001
1796.116    0.306    0.009   -0.025    0.001
1801.333    0.306    0.009   -0.016    0.000
1806.534    0.309    0.010   -0.008    0.000
1811.720    0.310    0.010    0.001    0.000
1816.892    0.287    0.010    0.008    0.000
1822.049    0.294    0.007    0.016    0.000
1827.191    0.286    0.007    0.023    0.001
1832.319    0.268    0.009    0.029    0.001
1837.432    0.275    0.009    0.036    0.001
1842.532    0.269    0.007    0.042    0.001
1847.617    0.284    0.006    0.052    0.001
1852.688    0.267    0.007    0.055    0.001
1857.746    0.274    0.006    0.063    0.001
1862.790    0.261    0.009    0.066    0.002
1867.820    0.267    0.006    0.074    0.002
1872.836    0.258    0.006    0.078    0.002
1877.840    0.258    0.006    0.083    0.002
1882.829    0.255    0.005    0.089    0.002
1887.806    0.242    0.007    0.090    0.002
1892.770    0.246    0.005    0.097    0.002
1897.721    0.238    0.004    0.099    0.002
1902.658    0.234    0.004    0.103    0.002
1907.583    0.228    0.004    0.105    0.002
1912.496    0.221    0.004    0.107    0.002
1917.395    0.221    0.004    0.111    0.002
1922.283    0.214    0.004    0.112    0.002
